fiscal_year,month,company_name,refinery_name,quantity,unit,note
2021-22,November,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1122.58,quantity in thousand metric tonnes,
2021-22,November,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1468.11,quantity in thousand metric tonnes,
2021-22,November,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",545.2,quantity in thousand metric tonnes,
2021-22,November,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",819.42,quantity in thousand metric tonnes,
2021-22,November,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1080.06,quantity in thousand metric tonnes,
2021-22,November,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2997.14,quantity in thousand metric tonnes,
2021-22,November,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2450.81,quantity in thousand metric tonnes,
2021-22,November,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1688.47,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",852.22,quantity in thousand metric tonnes,
2021-22,November,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1339.98,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",83.17,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",60.88,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",217.36,quantity in thousand metric tonnes,
2021-22,November,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1429,quantity in thousand metric tonnes,
2021-22,November,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1119.53,quantity in thousand metric tonnes,
2021-22,November,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",815.58,quantity in thousand metric tonnes,
2021-22,November,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1293.81,quantity in thousand metric tonnes,
2021-22,November,Bharat Petroleum Corporation Ltd,BORL-BINA,683.8,quantity in thousand metric tonnes,
2021-22,November,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.56,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",939.12,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",426.91,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",854.42,quantity in thousand metric tonnes,
2021-22,October,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1749.17,quantity in thousand metric tonnes,
2021-22,October,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,October,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2644.22,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",735.82,quantity in thousand metric tonnes,
2021-22,October,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",534.77,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",92.53,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",61.4,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",214.86,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",877.06,quantity in thousand metric tonnes,
2021-22,October,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",500.23,quantity in thousand metric tonnes,
2021-22,October,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1315.12,quantity in thousand metric tonnes,
2021-22,October,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1109.8,quantity in thousand metric tonnes,
2021-22,October,Bharat Petroleum Corporation Ltd,BORL-BINA,658.44,quantity in thousand metric tonnes,
2021-22,October,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",254.42,quantity in thousand metric tonnes,
2021-22,October,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",5.62,quantity in thousand metric tonnes,
2021-22,October,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1462.98,quantity in thousand metric tonnes,
2021-22,October,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",3109.83,quantity in thousand metric tonnes,
2021-22,October,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",853.29,quantity in thousand metric tonnes,
2021-22,October,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1113.14,quantity in thousand metric tonnes,
2021-22,October,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1444.49,quantity in thousand metric tonnes,
2021-22,September,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",237.54,quantity in thousand metric tonnes,
2021-22,September,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1079.38,quantity in thousand metric tonnes,
2021-22,September,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",545.89,quantity in thousand metric tonnes,
2021-22,September,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",411.27,quantity in thousand metric tonnes,
2021-22,September,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",987.67,quantity in thousand metric tonnes,
2021-22,September,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.6,quantity in thousand metric tonnes,
2021-22,September,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,September,Bharat Petroleum Corporation Ltd,BORL-BINA,578.61,quantity in thousand metric tonnes,
2021-22,September,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1338.14,quantity in thousand metric tonnes,
2021-22,September,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",956.86,quantity in thousand metric tonnes,
2021-22,September,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",496.73,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",838.48,quantity in thousand metric tonnes,
2021-22,September,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2361.42,quantity in thousand metric tonnes,
2021-22,September,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2841.15,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",218.97,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1085.75,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",723.09,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",641.51,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1005.1,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",56.14,quantity in thousand metric tonnes,
2021-22,September,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1667.72,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",76.51,quantity in thousand metric tonnes,
2021-22,September,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",59.86,quantity in thousand metric tonnes,
2021-22,August,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1710.4,quantity in thousand metric tonnes,
2021-22,August,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2237.1,quantity in thousand metric tonnes,
2021-22,August,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1111.83,quantity in thousand metric tonnes,
2021-22,August,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",479.14,quantity in thousand metric tonnes,
2021-22,August,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",298.84,quantity in thousand metric tonnes,
2021-22,August,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1006.57,quantity in thousand metric tonnes,
2021-22,August,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2872.52,quantity in thousand metric tonnes,
2021-22,August,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1087.48,quantity in thousand metric tonnes,
2021-22,August,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",211.69,quantity in thousand metric tonnes,
2021-22,August,Bharat Petroleum Corporation Ltd,BORL-BINA,598.1,quantity in thousand metric tonnes,
2021-22,August,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1285.54,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1089.67,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",708.62,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",642.7,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1149.58,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",64.48,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",56.3,quantity in thousand metric tonnes,
2021-22,August,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,August,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",629.07,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",663.06,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",232.68,quantity in thousand metric tonnes,
2021-22,August,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.74,quantity in thousand metric tonnes,
2021-22,August,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",296.47,quantity in thousand metric tonnes,
2021-22,July,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",480.4,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",226.21,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",665.07,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",643.55,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1101.53,quantity in thousand metric tonnes,
2021-22,July,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1676.74,quantity in thousand metric tonnes,
2021-22,July,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2283.93,quantity in thousand metric tonnes,
2021-22,July,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2742.69,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",569.13,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1343.22,quantity in thousand metric tonnes,
2021-22,July,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1098.17,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",60.36,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",0,quantity in thousand metric tonnes,
2021-22,July,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1058.56,quantity in thousand metric tonnes,
2021-22,July,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",818.56,quantity in thousand metric tonnes,
2021-22,July,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,July,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1252.59,quantity in thousand metric tonnes,
2021-22,July,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1086.54,quantity in thousand metric tonnes,
2021-22,July,Bharat Petroleum Corporation Ltd,BORL-BINA,622.71,quantity in thousand metric tonnes,
2021-22,July,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",226.89,quantity in thousand metric tonnes,
2021-22,July,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",2.91,quantity in thousand metric tonnes,
2021-22,July,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1104.62,quantity in thousand metric tonnes,
2021-22,July,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",319.24,quantity in thousand metric tonnes,
2021-22,June,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1016.26,quantity in thousand metric tonnes,
2021-22,June,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1009.62,quantity in thousand metric tonnes,
2021-22,June,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",5.88,quantity in thousand metric tonnes,
2021-22,June,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",192.73,quantity in thousand metric tonnes,
2021-22,June,Bharat Petroleum Corporation Ltd,BORL-BINA,424.88,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",0,quantity in thousand metric tonnes,
2021-22,June,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1029.49,quantity in thousand metric tonnes,
2021-22,June,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,June,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",645.55,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",233.43,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",59.27,quantity in thousand metric tonnes,
2021-22,June,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",481.15,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1212.6,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",606.45,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1072.18,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",442.46,quantity in thousand metric tonnes,
2021-22,June,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",304.13,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",698.18,quantity in thousand metric tonnes,
2021-22,June,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1062.92,quantity in thousand metric tonnes,
2021-22,June,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2689.85,quantity in thousand metric tonnes,
2021-22,June,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1033.76,quantity in thousand metric tonnes,
2021-22,June,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2529.51,quantity in thousand metric tonnes,
2021-22,June,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1649.76,quantity in thousand metric tonnes,
2021-22,May,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",226.08,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",226.7,quantity in thousand metric tonnes,
2021-22,May,Bharat Petroleum Corporation Ltd,BORL-BINA,518.89,quantity in thousand metric tonnes,
2021-22,May,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",118.74,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",532.64,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1042.14,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",624.18,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",692.32,quantity in thousand metric tonnes,
2021-22,May,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1692.46,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",0,quantity in thousand metric tonnes,
2021-22,May,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",961.06,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1155.54,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1045.38,quantity in thousand metric tonnes,
2021-22,May,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.59,quantity in thousand metric tonnes,
2021-22,May,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2678.14,quantity in thousand metric tonnes,
2021-22,May,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",629.17,quantity in thousand metric tonnes,
2021-22,May,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1102.4,quantity in thousand metric tonnes,
2021-22,May,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",736.56,quantity in thousand metric tonnes,
2021-22,May,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2837.04,quantity in thousand metric tonnes,
2021-22,May,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",910.21,quantity in thousand metric tonnes,
2021-22,May,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1172.39,quantity in thousand metric tonnes,
2021-22,May,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,May,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",61.44,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",997.52,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",696.02,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1321.74,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",818.8,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",62.31,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",470.69,quantity in thousand metric tonnes,
2021-22,April,Bharat Petroleum Corporation Ltd,BORL-BINA,647.54,quantity in thousand metric tonnes,
2021-22,April,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1363.49,quantity in thousand metric tonnes,
2021-22,April,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1099.79,quantity in thousand metric tonnes,
2021-22,April,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1632.78,quantity in thousand metric tonnes,
2021-22,April,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2772.55,quantity in thousand metric tonnes,
2021-22,April,Numaligarh Refinery Limited,"NRL-NUMALIGARH, ASSAM",221.22,quantity in thousand metric tonnes,
2021-22,April,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",7.23,quantity in thousand metric tonnes,
2021-22,April,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",41.29,quantity in thousand metric tonnes,
2021-22,April,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",826.14,quantity in thousand metric tonnes,
2021-22,April,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2248.45,quantity in thousand metric tonnes,
2021-22,April,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1058.9,quantity in thousand metric tonnes,
2021-22,April,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1225.24,quantity in thousand metric tonnes,
2021-22,April,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2021-22,April,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",759.79,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1331.79,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",225.11,quantity in thousand metric tonnes,
2021-22,April,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",56.32,quantity in thousand metric tonnes,
2020-21,March,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",866.55,quantity in thousand metric tonnes,
2020-21,March,Bharat Petroleum Corporation Ltd,BORL-BINA,602.13,quantity in thousand metric tonnes,
2020-21,March,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",240.9,quantity in thousand metric tonnes,
2020-21,March,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",7.72,quantity in thousand metric tonnes,
2020-21,March,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1361.39,quantity in thousand metric tonnes,
2020-21,March,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",963.54,quantity in thousand metric tonnes,
2020-21,March,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1025.05,quantity in thousand metric tonnes,
2020-21,March,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2839.03,quantity in thousand metric tonnes,
2020-21,March,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2050.92,quantity in thousand metric tonnes,
2020-21,March,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1376.45,quantity in thousand metric tonnes,
2020-21,March,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1383.35,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",664.61,quantity in thousand metric tonnes,
2020-21,March,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1361.62,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",229.97,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",23.43,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",89.02,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1191.52,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",853.4,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",944.43,quantity in thousand metric tonnes,
2020-21,March,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",568.91,quantity in thousand metric tonnes,
2020-21,March,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1626.78,quantity in thousand metric tonnes,
2020-21,March,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",714.57,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",195.93,quantity in thousand metric tonnes,
2020-21,February,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",757.6,quantity in thousand metric tonnes,
2020-21,February,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",227.1,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",518.24,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",912.28,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",657.24,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",790.36,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1046.65,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",79.68,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",22.42,quantity in thousand metric tonnes,
2020-21,February,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1164.26,quantity in thousand metric tonnes,
2020-21,February,Bharat Petroleum Corporation Ltd,BORL-BINA,601.47,quantity in thousand metric tonnes,
2020-21,February,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",7.21,quantity in thousand metric tonnes,
2020-21,February,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2020-21,February,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1297.36,quantity in thousand metric tonnes,
2020-21,February,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1396.79,quantity in thousand metric tonnes,
2020-21,February,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2212.01,quantity in thousand metric tonnes,
