fiscal_year,month,company_name,refinery_name,quantity,unit,note
2018-19,December,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1085.23,quantity in thousand metric tonnes,
2018-19,November,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1350.72,quantity in thousand metric tonnes,
2018-19,November,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",793.74,quantity in thousand metric tonnes,
2018-19,November,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2683.79,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",557.65,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1229.96,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",571.83,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",841.45,quantity in thousand metric tonnes,
2018-19,November,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1010.11,quantity in thousand metric tonnes,
2018-19,November,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3230.18,quantity in thousand metric tonnes,
2018-19,November,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1042.77,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1340.27,quantity in thousand metric tonnes,
2018-19,November,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",751.83,quantity in thousand metric tonnes,
2018-19,November,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1217.69,quantity in thousand metric tonnes,
2018-19,November,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1428.39,quantity in thousand metric tonnes,
2018-19,November,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",253.49,quantity in thousand metric tonnes,
2018-19,November,Bharat Petroleum Corporation Ltd,BORL-BINA,490.21,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",79.87,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",56.47,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",197.84,quantity in thousand metric tonnes,
2018-19,November,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1348.64,quantity in thousand metric tonnes,
2018-19,November,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",582.05,quantity in thousand metric tonnes,
2018-19,November,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",45.23,quantity in thousand metric tonnes,
2018-19,November,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",4.02,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1260.56,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",207.23,quantity in thousand metric tonnes,
2018-19,October,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1781.48,quantity in thousand metric tonnes,
2018-19,October,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",44.32,quantity in thousand metric tonnes,
2018-19,October,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3241.28,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",587.46,quantity in thousand metric tonnes,
2018-19,October,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1478.54,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",874.43,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1383.11,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",65.86,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",59.65,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1284.15,quantity in thousand metric tonnes,
2018-19,October,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",629.78,quantity in thousand metric tonnes,
2018-19,October,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",705.31,quantity in thousand metric tonnes,
2018-19,October,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1303.24,quantity in thousand metric tonnes,
2018-19,October,Bharat Petroleum Corporation Ltd,BORL-BINA,81.56,quantity in thousand metric tonnes,
2018-19,October,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",255.57,quantity in thousand metric tonnes,
2018-19,October,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",5.32,quantity in thousand metric tonnes,
2018-19,October,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",677.23,quantity in thousand metric tonnes,
2018-19,October,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",851.12,quantity in thousand metric tonnes,
2018-19,October,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1077.77,quantity in thousand metric tonnes,
2018-19,October,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2762.17,quantity in thousand metric tonnes,
2018-19,October,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1265.94,quantity in thousand metric tonnes,
2018-19,September,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",924.01,quantity in thousand metric tonnes,
2018-19,September,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",4.95,quantity in thousand metric tonnes,
2018-19,September,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",240.55,quantity in thousand metric tonnes,
2018-19,September,Bharat Petroleum Corporation Ltd,BORL-BINA,0,quantity in thousand metric tonnes,
2018-19,September,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1352.17,quantity in thousand metric tonnes,
2018-19,September,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1149.82,quantity in thousand metric tonnes,
2018-19,September,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",36.8,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1332.48,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1150.6,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",200.9,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",58.11,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",720.78,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",676.08,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1002.13,quantity in thousand metric tonnes,
2018-19,September,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",741.85,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",474.58,quantity in thousand metric tonnes,
2018-19,September,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1332.22,quantity in thousand metric tonnes,
2018-19,September,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3137.66,quantity in thousand metric tonnes,
2018-19,September,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",814.18,quantity in thousand metric tonnes,
2018-19,September,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2663.67,quantity in thousand metric tonnes,
2018-19,September,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",90.58,quantity in thousand metric tonnes,
2018-19,September,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1012.94,quantity in thousand metric tonnes,
2018-19,September,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1734.4,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1330.21,quantity in thousand metric tonnes,
2018-19,August,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",4.52,quantity in thousand metric tonnes,
2018-19,August,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1115.38,quantity in thousand metric tonnes,
2018-19,August,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",762.2,quantity in thousand metric tonnes,
2018-19,August,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",839.11,quantity in thousand metric tonnes,
2018-19,August,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1034.31,quantity in thousand metric tonnes,
2018-19,August,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",954.19,quantity in thousand metric tonnes,
2018-19,August,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3219.13,quantity in thousand metric tonnes,
2018-19,August,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1781.15,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",212.53,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",51.71,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",90.56,quantity in thousand metric tonnes,
2018-19,August,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1459.52,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1383.25,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",755.66,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",646.08,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1004.8,quantity in thousand metric tonnes,
2018-19,August,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",524.09,quantity in thousand metric tonnes,
2018-19,August,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",0,quantity in thousand metric tonnes,
2018-19,August,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1051.14,quantity in thousand metric tonnes,
2018-19,August,Bharat Petroleum Corporation Ltd,BORL-BINA,153.96,quantity in thousand metric tonnes,
2018-19,August,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",271.49,quantity in thousand metric tonnes,
2018-19,August,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2792.86,quantity in thousand metric tonnes,
2018-19,July,Bharat Petroleum Corporation Ltd,BORL-BINA,642.86,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",91.64,quantity in thousand metric tonnes,
2018-19,July,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",238.74,quantity in thousand metric tonnes,
2018-19,July,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",3.51,quantity in thousand metric tonnes,
2018-19,July,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1353.26,quantity in thousand metric tonnes,
2018-19,July,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",838.12,quantity in thousand metric tonnes,
2018-19,July,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1031.83,quantity in thousand metric tonnes,
2018-19,July,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2836.71,quantity in thousand metric tonnes,
2018-19,July,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3200.96,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",550.39,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",699.41,quantity in thousand metric tonnes,
2018-19,July,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",760.41,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",813.75,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1386.14,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",970.56,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",58.5,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1330.41,quantity in thousand metric tonnes,
2018-19,July,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1357,quantity in thousand metric tonnes,
2018-19,July,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1787.02,quantity in thousand metric tonnes,
2018-19,July,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",29.94,quantity in thousand metric tonnes,
2018-19,July,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",961.02,quantity in thousand metric tonnes,
2018-19,July,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1256.94,quantity in thousand metric tonnes,
2018-19,July,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",210.58,quantity in thousand metric tonnes,
2018-19,June,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3091.01,quantity in thousand metric tonnes,
2018-19,June,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2701.37,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1211.64,quantity in thousand metric tonnes,
2018-19,June,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",875.58,quantity in thousand metric tonnes,
2018-19,June,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",41.44,quantity in thousand metric tonnes,
2018-19,June,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1267.64,quantity in thousand metric tonnes,
2018-19,June,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1315.28,quantity in thousand metric tonnes,
2018-19,June,Bharat Petroleum Corporation Ltd,BORL-BINA,615.88,quantity in thousand metric tonnes,
2018-19,June,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",237.57,quantity in thousand metric tonnes,
2018-19,June,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",3.44,quantity in thousand metric tonnes,
2018-19,June,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1378.2,quantity in thousand metric tonnes,
2018-19,June,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",674.95,quantity in thousand metric tonnes,
2018-19,June,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",832.19,quantity in thousand metric tonnes,
2018-19,June,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1035.11,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",195.85,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",90.73,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",475.16,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1166.37,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1345.67,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",841.9,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",687.72,quantity in thousand metric tonnes,
2018-19,June,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",56.34,quantity in thousand metric tonnes,
2018-19,June,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1723.99,quantity in thousand metric tonnes,
2018-19,May,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1219.28,quantity in thousand metric tonnes,
2018-19,May,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",213.79,quantity in thousand metric tonnes,
2018-19,May,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1051.35,quantity in thousand metric tonnes,
2018-19,May,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",5.87,quantity in thousand metric tonnes,
2018-19,May,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",813.81,quantity in thousand metric tonnes,
2018-19,May,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",733.1,quantity in thousand metric tonnes,
2018-19,May,Bharat Petroleum Corporation Ltd,BORL-BINA,640.07,quantity in thousand metric tonnes,
2018-19,May,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1448.93,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",858.82,quantity in thousand metric tonnes,
2018-19,May,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",3184.62,quantity in thousand metric tonnes,
2018-19,May,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",34.68,quantity in thousand metric tonnes,
2018-19,May,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1789.72,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",591.88,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1198.51,quantity in thousand metric tonnes,
2018-19,May,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1231.5,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",638.9,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1384.82,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",91.93,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",58.2,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",196.57,quantity in thousand metric tonnes,
2018-19,May,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",1265.53,quantity in thousand metric tonnes,
2018-19,May,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",806.54,quantity in thousand metric tonnes,
2018-19,May,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2782.67,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",685.3,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1244.86,quantity in thousand metric tonnes,
2018-19,April,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",35.33,quantity in thousand metric tonnes,
2018-19,April,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",826.93,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",572.55,quantity in thousand metric tonnes,
2018-19,April,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",701.92,quantity in thousand metric tonnes,
2018-19,April,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",1038.3,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",846.66,quantity in thousand metric tonnes,
2018-19,April,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1246.45,quantity in thousand metric tonnes,
2018-19,April,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1264.59,quantity in thousand metric tonnes,
2018-19,April,Bharat Petroleum Corporation Ltd,BORL-BINA,462.35,quantity in thousand metric tonnes,
2018-19,April,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",224.45,quantity in thousand metric tonnes,
2018-19,April,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1253.77,quantity in thousand metric tonnes,
2018-19,April,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",765.17,quantity in thousand metric tonnes,
2018-19,April,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.75,quantity in thousand metric tonnes,
2018-19,April,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2685.82,quantity in thousand metric tonnes,
2018-19,April,NAYARA ENERGY LTD,"NEL-VADINAR,GUJARAT",1729.84,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",279.09,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",184.19,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",55.82,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",90,quantity in thousand metric tonnes,
2018-19,April,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2301.28,quantity in thousand metric tonnes,
2018-19,April,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1351.4,quantity in thousand metric tonnes,
2017-18,March,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",740.2,quantity in thousand metric tonnes,
2017-18,March,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",964.88,quantity in thousand metric tonnes,
2017-18,March,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",850.39,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-BARAUNI,BIHAR",600.77,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",218.56,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",89.47,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-DIGBOI,ASSAM",62.57,quantity in thousand metric tonnes,
2017-18,March,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1396.22,quantity in thousand metric tonnes,
2017-18,March,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1267.97,quantity in thousand metric tonnes,
2017-18,March,NAYARA ENERGY LTD,"NAYARA ENERGY LTD.
VADINAR, GUJARAT, (Formerly ESSAR OIL LTD.)",1785.29,quantity in thousand metric tonnes,
2017-18,March,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",217.34,quantity in thousand metric tonnes,
2017-18,March,Bharat Petroleum Corporation Ltd,BORL-BINA,569.16,quantity in thousand metric tonnes,
2017-18,March,Chennai Petroleum Corporation Ltd,"CPCL-MANALI, TAMILNADU",932.91,quantity in thousand metric tonnes,
2017-18,March,Oil & Natural Gas Corporation Ltd,"ONGC-TATIPAKA,ANDHRA PRADESH",6.5,quantity in thousand metric tonnes,
2017-18,March,Oil & Natural Gas Corporation Ltd,"MRPL-MANGALORE,KARNATAKA",1469.45,quantity in thousand metric tonnes,
2017-18,March,Reliance Industries Ltd,"RIL,JAMNAGAR,GUJARAT",2847.82,quantity in thousand metric tonnes,
2017-18,March,Reliance Industries Ltd,"RIL-(SEZ), JAMNAGAR,GUJARAT",2426.71,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1417.85,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",386.57,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",697.33,quantity in thousand metric tonnes,
2017-18,March,Chennai Petroleum Corporation Ltd,"CPCL-NARIMANAM,TAMILNADU",49.06,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",868.11,quantity in thousand metric tonnes,
2017-18,March,Indian Oil Corporation Ltd,"IOCL-KOYALI, GUJARAT",1255.57,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-MATHURA, UTTAR PRADESH",741.62,quantity in thousand metric tonnes,
2017-18,February,Hindustan Petroleum Corporation Ltd,"HMEL-GGSR, BATHINDA, PUNJAB",945.51,quantity in thousand metric tonnes,
2017-18,February,Hindustan Petroleum Corporation Ltd,"HPCL-VISAKH,ANDHRA PRADESH",782.41,quantity in thousand metric tonnes,
2017-18,February,Bharat Petroleum Corporation Ltd,"BPCL-MUMBAI, MAHARASHTRA",1196.52,quantity in thousand metric tonnes,
2017-18,February,Bharat Petroleum Corporation Ltd,"BPCL-KOCHI, KERALA",1169.06,quantity in thousand metric tonnes,
2017-18,February,Bharat Petroleum Corporation Ltd,"NRL-NUMALIGARH, ASSAM",206.25,quantity in thousand metric tonnes,
2017-18,February,Hindustan Petroleum Corporation Ltd,"HPCL-MUMBAI,MAHARASHTRA",685.75,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-PARADIP,ODISHA",757.51,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-BONGAIGAON,ASSAM",210.28,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-GUWAHATI,ASSAM",74.91,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-HALDIA, WEST BENGAL",651.3,quantity in thousand metric tonnes,
2017-18,February,Indian Oil Corporation Ltd,"IOCL-PANIPAT, HARYANA",1250.35,quantity in thousand metric tonnes,
